"invoice_id","branch","city","category","unit_price","quantity","date","time","payment_method","rating","profit_margin","total_price","shift","day_name","unit_price_diff_from_cat_avg"
"8315","WALM054","Sherman","Home and lifestyle","37","1","2022-11-16","10:11:00","Credit card","3","0.21","37","Morning","Wednesday","-13.44"
"8316","WALM058","Port Arthur","Fashion accessories","51","1","2022-12-27","6:53:00","Credit card","4","0.33","51","Morning","Tuesday","0.88"
"8317","WALM074","Weslaco","Home and lifestyle","44","3","2021-12-03","8:34:00","Credit card","7","0.33","132","Morning","Friday","-6.44"
"8318","WALM089","Southlake","Fashion accessories","58","1","2021-12-01","8:22:00","Credit card","6","0.33","58","Morning","Wednesday","7.88"
"8319","WALM075","San Marcos","Home and lifestyle","78","3","2022-12-31","12:29:00","Credit card","4","0.33","234","Afternoon","Saturday","27.56"
"8320","WALM046","Temple","Fashion accessories","51","3","2020-12-23","8:50:00","Credit card","3","0.48","153","Morning","Wednesday","0.88"
"8321","WALM009","Plano","Home and lifestyle","52","1","2021-11-16","15:17:00","Credit card","3","0.48","52","Afternoon","Tuesday","1.56"
"8322","WALM086","Rosenberg","Fashion accessories","53","2","2021-11-25","7:03:00","Credit card","6","0.33","106","Morning","Thursday","2.88"
"8323","WALM089","Southlake","Home and lifestyle","80","3","2021-11-19","7:30:00","Credit card","6","0.33","240","Morning","Friday","29.56"
"8324","WALM058","Port Arthur","Fashion accessories","34","2","2021-11-17","8:56:00","Credit card","4","0.33","68","Morning","Wednesday","-16.12"
"8325","WALM009","Plano","Home and lifestyle","83","3","2022-11-06","12:19:00","Credit card","6","0.48","249","Afternoon","Sunday","32.56"
"8326","WALM065","Texas City","Fashion accessories","65","1","2021-11-03","7:14:00","Credit card","7","0.33","65","Morning","Wednesday","14.88"
"8327","WALM075","San Marcos","Home and lifestyle","70","2","2022-12-30","12:46:00","Credit card","6","0.33","140","Afternoon","Friday","19.56"
"8328","WALM086","Rosenberg","Fashion accessories","42","2","2023-12-01","8:21:00","Credit card","3","0.33","84","Morning","Friday","-8.12"
"8329","WALM074","Weslaco","Home and lifestyle","49","1","2022-12-22","6:30:00","Credit card","3","0.33","49","Morning","Thursday","-1.44"
"8330","WALM009","Plano","Fashion accessories","71","1","2020-12-19","16:01:00","Credit card","5","0.48","71","Afternoon","Saturday","20.88"
"8331","WALM050","Victoria","Home and lifestyle","82","2","2023-11-29","12:37:00","Ewallet","4","0.48","164","Afternoon","Wednesday","31.56"
"8332","WALM089","Southlake","Fashion accessories","75","2","2021-12-03","11:12:00","Credit card","4","0.33","150","Morning","Friday","24.88"
"8333","WALM074","Weslaco","Home and lifestyle","65","3","2021-12-04","6:56:00","Credit card","3","0.33","195","Morning","Saturday","14.56"
"8334","WALM055","Waxahachie","Fashion accessories","71","2","2023-11-04","14:49:00","Credit card","7","0.33","142","Afternoon","Saturday","20.88"
"8335","WALM029","Round Rock","Home and lifestyle","55","3","2020-12-15","14:17:00","Credit card","5","0.48","165","Afternoon","Tuesday","4.56"
"8337","WALM058","Port Arthur","Home and lifestyle","28","3","2023-12-12","13:04:00","Credit card","6","0.33","84","Afternoon","Tuesday","-22.44"
"8338","WALM099","Weatherford","Fashion accessories","67","1","2020-11-23","9:09:00","Credit card","5","0.18","67","Morning","Monday","16.88"
"8339","WALM030","Richardson","Home and lifestyle","55","2","2023-12-11","16:41:00","Credit card","6","0.48","110","Afternoon","Monday","4.56"
"8340","WALM029","Round Rock","Fashion accessories","39","2","2022-12-10","9:31:00","Credit card","4","0.48","78","Morning","Saturday","-11.12"
"8341","WALM058","Port Arthur","Home and lifestyle","62","2","2023-12-08","12:23:00","Credit card","4","0.33","124","Afternoon","Friday","11.56"
"8342","WALM046","Temple","Fashion accessories","60","1","2021-12-15","16:23:00","Credit card","7","0.48","60","Afternoon","Wednesday","9.88"
"8343","WALM003","San Antonio","Home and lifestyle","19","2","2022-12-09","6:03:00","Credit card","4","0.48","38","Morning","Friday","-31.44"
"8344","WALM003","San Antonio","Fashion accessories","19","1","2021-11-24","16:07:00","Credit card","6","0.48","19","Afternoon","Wednesday","-31.12"
"8345","WALM074","Weslaco","Home and lifestyle","70","2","2022-12-07","14:42:00","Credit card","6","0.33","140","Afternoon","Wednesday","19.56"
"8346","WALM087","Waxahachie","Fashion accessories","65","1","2020-12-04","6:48:00","Credit card","7","0.33","65","Morning","Friday","14.88"
"8347","WALM082","Weslaco","Home and lifestyle","27","2","2020-11-13","13:07:00","Credit card","4","0.33","54","Afternoon","Friday","-23.44"
"8348","WALM075","San Marcos","Fashion accessories","43","3","2020-11-25","15:19:00","Credit card","6","0.33","129","Afternoon","Wednesday","-7.12"
"8349","WALM032","Tyler","Home and lifestyle","83","1","2020-12-22","9:07:00","Credit card","7","0.48","83","Morning","Tuesday","32.56"
"8350","WALM055","Waxahachie","Fashion accessories","49","2","2023-12-01","14:46:00","Credit card","4","0.33","98","Afternoon","Friday","-1.12"
"8351","WALM038","Sugar Land","Home and lifestyle","79","3","2021-11-19","9:22:00","Credit card","5","0.48","237","Morning","Friday","28.56"
"8352","WALM038","Sugar Land","Fashion accessories","59","2","2022-12-02","11:31:00","Credit card","7","0.48","118","Morning","Friday","8.88"
"8353","WALM058","Port Arthur","Home and lifestyle","35","2","2021-11-29","10:20:00","Credit card","6","0.33","70","Morning","Monday","-15.44"
"8354","WALM032","Tyler","Fashion accessories","85","3","2021-12-10","15:00:00","Credit card","3","0.48","255","Afternoon","Friday","34.88"
"8355","WALM003","San Antonio","Home and lifestyle","48","3","2020-11-16","13:11:00","Credit card","5","0.48","144","Afternoon","Monday","-2.44"
"8356","WALM086","Rosenberg","Fashion accessories","25","2","2020-12-16","14:08:00","Credit card","4","0.33","50","Afternoon","Wednesday","-25.12"
"8357","WALM075","San Marcos","Home and lifestyle","54","2","2020-11-02","14:31:00","Credit card","6","0.33","108","Afternoon","Monday","3.56"
"8358","WALM069","Rockwall","Fashion accessories","58","2","2022-12-06","6:09:00","Credit card","5","0.33","116","Morning","Tuesday","7.88"
"8359","WALM082","Weslaco","Home and lifestyle","45","2","2020-12-01","8:48:00","Credit card","7","0.33","90","Morning","Tuesday","-5.44"
"8360","WALM086","Rosenberg","Fashion accessories","76","2","2022-12-06","15:40:00","Credit card","6","0.33","152","Afternoon","Tuesday","25.88"
"8361","WALM056","Rowlett","Home and lifestyle","39","1","2022-12-24","13:32:00","Credit card","6","0.33","39","Afternoon","Saturday","-11.44"
"8362","WALM030","Richardson","Fashion accessories","70","2","2022-12-23","14:04:00","Credit card","6","0.48","140","Afternoon","Friday","19.88"
"8363","WALM025","Waco","Home and lifestyle","52","2","2020-12-30","13:10:00","Credit card","5","0.48","104","Afternoon","Wednesday","1.56"
"8364","WALM056","Rowlett","Fashion accessories","68","1","2021-12-03","7:43:00","Credit card","5","0.33","68","Morning","Friday","17.88"
"8365","WALM058","Port Arthur","Home and lifestyle","55","1","2020-12-26","12:45:00","Credit card","3","0.33","55","Afternoon","Saturday","4.56"
"8366","WALM086","Rosenberg","Fashion accessories","49","1","2020-12-25","8:36:00","Credit card","6","0.33","49","Morning","Friday","-1.12"
"8367","WALM029","Round Rock","Home and lifestyle","58","3","2021-12-17","10:19:00","Credit card","6","0.48","174","Morning","Friday","7.56"
"8368","WALM009","Plano","Fashion accessories","45","3","2020-12-06","6:35:00","Credit card","5","0.48","135","Morning","Sunday","-5.12"
"8369","WALM030","Richardson","Home and lifestyle","51","3","2022-12-15","6:18:00","Credit card","7","0.48","153","Morning","Thursday","0.56"
"8370","WALM025","Waco","Fashion accessories","67","1","2022-11-27","11:40:00","Credit card","6","0.48","67","Morning","Sunday","16.88"
"8371","WALM074","Weslaco","Home and lifestyle","26","1","2023-12-06","10:57:00","Credit card","3","0.33","26","Morning","Wednesday","-24.44"
"8372","WALM046","Temple","Fashion accessories","65","2","2020-11-09","13:01:00","Credit card","5","0.48","130","Afternoon","Monday","14.88"
"8373","WALM038","Sugar Land","Home and lifestyle","76","3","2020-11-12","9:30:00","Credit card","7","0.48","228","Morning","Thursday","25.56"
"8374","WALM056","Rowlett","Fashion accessories","20","2","2020-12-13","10:16:00","Credit card","4","0.33","40","Morning","Sunday","-30.12"
"8375","WALM032","Tyler","Home and lifestyle","70","1","2023-11-14","9:23:00","Credit card","3","0.48","70","Morning","Tuesday","19.56"
"8376","WALM073","Seguin","Fashion accessories","29","3","2021-12-18","7:15:00","Credit card","4","0.33","87","Morning","Saturday","-21.12"
"8377","WALM055","Waxahachie","Home and lifestyle","33","2","2021-12-03","10:37:00","Credit card","6","0.33","66","Morning","Friday","-17.44"
"8378","WALM054","Sherman","Fashion accessories","59","3","2023-12-13","6:44:00","Credit card","3","0.21","177","Morning","Wednesday","8.88"
"8379","WALM086","Rosenberg","Home and lifestyle","39","1","2020-11-22","7:43:00","Credit card","7","0.33","39","Morning","Sunday","-11.44"
"8380","WALM087","Waxahachie","Fashion accessories","76","2","2020-12-16","9:12:00","Credit card","4","0.33","152","Morning","Wednesday","25.88"
"8381","WALM082","Weslaco","Home and lifestyle","51","3","2023-11-07","11:50:00","Credit card","3","0.33","153","Morning","Tuesday","0.56"
"8382","WALM046","Temple","Fashion accessories","49","1","2021-12-21","15:48:00","Credit card","3","0.48","49","Afternoon","Tuesday","-1.12"
"8383","WALM009","Plano","Home and lifestyle","25","3","2021-11-06","10:37:00","Credit card","3","0.48","75","Morning","Saturday","-25.44"
"8384","WALM087","Waxahachie","Fashion accessories","35","2","2022-12-10","12:57:00","Credit card","6","0.33","70","Afternoon","Saturday","-15.12"
"8385","WALM038","Sugar Land","Home and lifestyle","66","1","2023-11-30","11:22:00","Credit card","6","0.48","66","Morning","Thursday","15.56"
"8386","WALM058","Port Arthur","Fashion accessories","46","2","2022-11-20","14:16:00","Credit card","5","0.33","92","Afternoon","Sunday","-4.12"
"8387","WALM032","Tyler","Home and lifestyle","17","3","2022-12-26","16:37:00","Credit card","6","0.48","51","Afternoon","Monday","-33.44"
"8388","WALM075","San Marcos","Fashion accessories","54","1","2020-12-05","10:29:00","Credit card","5","0.33","54","Morning","Saturday","3.88"
"8389","WALM038","Sugar Land","Home and lifestyle","23","1","2022-12-15","8:25:00","Credit card","5","0.48","23","Morning","Thursday","-27.44"
"8390","WALM082","Weslaco","Fashion accessories","61","3","2021-11-08","16:07:00","Credit card","5","0.33","183","Afternoon","Monday","10.88"
"8391","WALM087","Waxahachie","Home and lifestyle","71","3","2021-12-15","16:36:00","Credit card","4","0.33","213","Afternoon","Wednesday","20.56"
"8392","WALM073","Seguin","Fashion accessories","51","3","2022-11-02","12:40:00","Credit card","3","0.33","153","Afternoon","Wednesday","0.88"
"8393","WALM046","Temple","Home and lifestyle","84","3","2020-12-10","10:14:00","Credit card","6","0.48","252","Morning","Thursday","33.56"
"8394","WALM069","Rockwall","Fashion accessories","69","2","2023-11-02","15:20:00","Credit card","5","0.33","138","Afternoon","Thursday","18.88"
"8395","WALM058","Port Arthur","Home and lifestyle","60","1","2020-11-06","13:25:00","Credit card","6","0.33","60","Afternoon","Friday","9.56"
"8396","WALM087","Waxahachie","Fashion accessories","22","2","2022-11-12","10:32:00","Credit card","5","0.33","44","Morning","Saturday","-28.12"
"8397","WALM030","Richardson","Home and lifestyle","51","1","2023-12-24","6:34:00","Credit card","6","0.48","51","Morning","Sunday","0.56"
"8398","WALM030","Richardson","Fashion accessories","47","1","2023-12-05","15:35:00","Credit card","4","0.48","47","Afternoon","Tuesday","-3.12"
"8399","WALM056","Rowlett","Home and lifestyle","18","2","2021-12-26","16:42:00","Credit card","3","0.33","36","Afternoon","Sunday","-32.44"
"8400","WALM009","Plano","Fashion accessories","54","2","2023-11-17","7:49:00","Credit card","7","0.48","108","Morning","Friday","3.88"
"8401","WALM074","Weslaco","Home and lifestyle","62","2","2023-12-19","6:49:00","Credit card","6","0.33","124","Morning","Tuesday","11.56"
"8402","WALM086","Rosenberg","Fashion accessories","21","1","2022-11-10","15:38:00","Credit card","7","0.33","21","Afternoon","Thursday","-29.12"
"8403","WALM025","Waco","Home and lifestyle","18","1","2022-11-06","14:12:00","Credit card","4","0.48","18","Afternoon","Sunday","-32.44"
"8404","WALM050","Victoria","Fashion accessories","20","2","2020-12-13","9:06:00","Ewallet","4","0.48","40","Morning","Sunday","-30.12"
"8405","WALM035","San Angelo","Home and lifestyle","61","3","2023-11-07","16:35:00","Credit card","4","0.48","183","Afternoon","Tuesday","10.56"
"8406","WALM038","Sugar Land","Fashion accessories","37","3","2023-11-26","8:10:00","Credit card","6","0.48","111","Morning","Sunday","-13.12"
"8407","WALM058","Port Arthur","Home and lifestyle","49","1","2022-12-17","14:44:00","Credit card","6","0.33","49","Afternoon","Saturday","-1.44"
"8408","WALM055","Waxahachie","Fashion accessories","73","2","2020-12-25","15:48:00","Credit card","3","0.33","146","Afternoon","Friday","22.88"
"8409","WALM054","Sherman","Home and lifestyle","66","3","2022-11-15","7:21:00","Credit card","6","0.21","198","Morning","Tuesday","15.56"
"8410","WALM089","Southlake","Fashion accessories","41","2","2020-12-29","7:37:00","Credit card","7","0.33","82","Morning","Tuesday","-9.12"
"8411","WALM073","Seguin","Home and lifestyle","28","2","2020-11-06","8:25:00","Credit card","5","0.33","56","Morning","Friday","-22.44"
"8412","WALM075","San Marcos","Fashion accessories","72","1","2022-12-12","12:56:00","Credit card","5","0.33","72","Afternoon","Monday","21.88"
"8413","WALM030","Richardson","Home and lifestyle","50","2","2021-12-06","6:17:00","Credit card","4","0.48","100","Morning","Monday","-0.44"
"8414","WALM035","San Angelo","Fashion accessories","76","2","2023-11-25","11:19:00","Credit card","3","0.48","152","Morning","Saturday","25.88"
"8415","WALM038","Sugar Land","Home and lifestyle","18","1","2022-11-09","14:38:00","Credit card","4","0.48","18","Afternoon","Wednesday","-32.44"
"8416","WALM009","Plano","Fashion accessories","39","1","2020-11-23","16:45:00","Credit card","4","0.48","39","Afternoon","Monday","-11.12"
"8417","WALM009","Plano","Home and lifestyle","42","2","2021-11-16","6:37:00","Credit card","7","0.48","84","Morning","Tuesday","-8.44"
"8418","WALM087","Waxahachie","Fashion accessories","17","3","2023-11-14","6:53:00","Credit card","3","0.33","51","Morning","Tuesday","-33.12"
"8419","WALM087","Waxahachie","Home and lifestyle","32","1","2022-11-06","9:03:00","Credit card","5","0.33","32","Morning","Sunday","-18.44"
"8420","WALM082","Weslaco","Fashion accessories","38","2","2023-12-02","6:42:00","Credit card","5","0.33","76","Morning","Saturday","-12.12"
"8421","WALM086","Rosenberg","Home and lifestyle","41","1","2021-11-30","10:21:00","Credit card","6","0.33","41","Morning","Tuesday","-9.44"
"8422","WALM009","Plano","Fashion accessories","29","1","2021-11-07","14:51:00","Credit card","3","0.48","29","Afternoon","Sunday","-21.12"
"8423","WALM075","San Marcos","Home and lifestyle","35","3","2021-12-16","7:47:00","Credit card","4","0.33","105","Morning","Thursday","-15.44"
"8424","WALM065","Texas City","Fashion accessories","18","1","2022-12-17","7:15:00","Credit card","7","0.33","18","Morning","Saturday","-32.12"
"8425","WALM073","Seguin","Home and lifestyle","57","2","2022-12-11","12:26:00","Credit card","7","0.33","114","Afternoon","Sunday","6.56"
"8426","WALM056","Rowlett","Fashion accessories","70","2","2022-11-19","12:11:00","Credit card","4","0.33","140","Afternoon","Saturday","19.88"
"8427","WALM025","Waco","Home and lifestyle","52","1","2021-11-06","13:29:00","Credit card","5","0.48","52","Afternoon","Saturday","1.56"
"8428","WALM058","Port Arthur","Fashion accessories","27","3","2020-11-17","11:06:00","Credit card","7","0.33","81","Morning","Tuesday","-23.12"
"8429","WALM038","Sugar Land","Home and lifestyle","37","3","2021-12-27","6:19:00","Credit card","3","0.48","111","Morning","Monday","-13.44"
"8430","WALM055","Waxahachie","Fashion accessories","16","2","2022-12-01","12:24:00","Credit card","4","0.33","32","Afternoon","Thursday","-34.12"
"8431","WALM054","Sherman","Home and lifestyle","35","1","2020-11-21","10:17:00","Credit card","3","0.21","35","Morning","Saturday","-15.44"
"8432","WALM035","San Angelo","Fashion accessories","73","2","2023-11-16","11:14:00","Credit card","3","0.48","146","Morning","Thursday","22.88"
"8433","WALM025","Waco","Home and lifestyle","50","2","2021-12-26","16:31:00","Credit card","4","0.48","100","Afternoon","Sunday","-0.44"
"8434","WALM030","Richardson","Fashion accessories","63","1","2020-11-13","16:33:00","Credit card","4","0.48","63","Afternoon","Friday","12.88"
"8435","WALM089","Southlake","Home and lifestyle","61","3","2020-12-01","11:56:00","Credit card","6","0.33","183","Morning","Tuesday","10.56"
"8436","WALM082","Weslaco","Fashion accessories","15","1","2020-11-26","16:12:00","Credit card","7","0.33","15","Afternoon","Thursday","-35.12"
"8437","WALM082","Weslaco","Home and lifestyle","78","3","2023-12-02","6:09:00","Credit card","6","0.33","234","Morning","Saturday","27.56"
"8438","WALM075","San Marcos","Fashion accessories","64","2","2021-12-20","13:24:00","Credit card","7","0.33","128","Afternoon","Monday","13.88"
"8439","WALM003","San Antonio","Home and lifestyle","19","3","2022-12-04","10:00:00","Credit card","7","0.48","57","Morning","Sunday","-31.44"
"8440","WALM087","Waxahachie","Fashion accessories","28","1","2022-12-16","7:53:00","Credit card","3","0.33","28","Morning","Friday","-22.12"
"8441","WALM054","Sherman","Home and lifestyle","72","2","2021-12-05","15:04:00","Credit card","3","0.21","144","Afternoon","Sunday","21.56"
"8442","WALM074","Weslaco","Fashion accessories","50","2","2022-12-29","11:12:00","Credit card","5","0.33","100","Morning","Thursday","-0.12"
"8443","WALM082","Weslaco","Home and lifestyle","18","1","2022-11-16","16:07:00","Credit card","4","0.33","18","Afternoon","Wednesday","-32.44"
"8444","WALM069","Rockwall","Fashion accessories","29","2","2022-11-18","9:17:00","Credit card","7","0.33","58","Morning","Friday","-21.12"
"8445","WALM029","Round Rock","Home and lifestyle","83","3","2022-11-30","8:34:00","Credit card","6","0.48","249","Morning","Wednesday","32.56"
"8446","WALM038","Sugar Land","Fashion accessories","35","2","2021-11-14","15:02:00","Credit card","5","0.48","70","Afternoon","Sunday","-15.12"
"8447","WALM056","Rowlett","Home and lifestyle","25","3","2021-11-03","14:13:00","Credit card","3","0.33","75","Afternoon","Wednesday","-25.44"
"8448","WALM069","Rockwall","Fashion accessories","26","1","2020-11-17","8:29:00","Credit card","6","0.33","26","Morning","Tuesday","-24.12"
"8449","WALM065","Texas City","Home and lifestyle","55","2","2022-11-25","10:39:00","Credit card","3","0.33","110","Morning","Friday","4.56"
"8450","WALM046","Temple","Fashion accessories","26","2","2023-12-03","10:51:00","Credit card","3","0.48","52","Morning","Sunday","-24.12"
"8451","WALM058","Port Arthur","Home and lifestyle","17","3","2022-11-02","14:06:00","Credit card","5","0.33","51","Afternoon","Wednesday","-33.44"
"8452","WALM030","Richardson","Fashion accessories","16","3","2022-11-19","6:30:00","Credit card","4","0.48","48","Morning","Saturday","-34.12"
"8453","WALM030","Richardson","Home and lifestyle","34","1","2023-12-12","7:50:00","Credit card","3","0.48","34","Morning","Tuesday","-16.44"
"8454","WALM065","Texas City","Fashion accessories","33","3","2020-11-03","7:08:00","Credit card","5","0.33","99","Morning","Tuesday","-17.12"
"8455","WALM084","Schertz","Home and lifestyle","34","3","2023-11-01","9:08:00","Credit card","6","0.33","102","Morning","Wednesday","-16.44"
"8456","WALM025","Waco","Fashion accessories","85","3","2022-11-10","9:49:00","Credit card","4","0.48","255","Morning","Thursday","34.88"
"8457","WALM050","Victoria","Home and lifestyle","51","3","2020-12-16","13:07:00","Ewallet","6","0.48","153","Afternoon","Wednesday","0.56"
"8458","WALM009","Plano","Fashion accessories","57","1","2022-12-28","16:58:00","Credit card","5","0.48","57","Afternoon","Wednesday","6.88"
"8459","WALM086","Rosenberg","Home and lifestyle","40","2","2023-12-21","10:30:00","Credit card","5","0.33","80","Morning","Thursday","-10.44"
"8460","WALM089","Southlake","Fashion accessories","25","3","2022-11-22","6:05:00","Credit card","4","0.33","75","Morning","Tuesday","-25.12"
"8461","WALM074","Weslaco","Home and lifestyle","35","2","2021-12-17","6:55:00","Credit card","7","0.33","70","Morning","Friday","-15.44"
"8462","WALM050","Victoria","Fashion accessories","16","3","2020-12-25","16:13:00","Ewallet","7","0.48","48","Afternoon","Friday","-34.12"
"8463","WALM089","Southlake","Home and lifestyle","38","2","2023-12-10","15:59:00","Credit card","3","0.33","76","Afternoon","Sunday","-12.44"
"8464","WALM069","Rockwall","Fashion accessories","64","2","2022-12-10","15:58:00","Credit card","5","0.33","128","Afternoon","Saturday","13.88"
"8465","WALM050","Victoria","Home and lifestyle","66","2","2021-12-27","14:20:00","Ewallet","6","0.48","132","Afternoon","Monday","15.56"
"8466","WALM029","Round Rock","Fashion accessories","26","2","2020-12-23","9:44:00","Credit card","5","0.48","52","Morning","Wednesday","-24.12"
"8467","WALM029","Round Rock","Home and lifestyle","38","2","2023-11-18","15:32:00","Credit card","6","0.48","76","Afternoon","Saturday","-12.44"
"8468","WALM029","Round Rock","Fashion accessories","19","2","2022-12-03","6:21:00","Credit card","7","0.48","38","Morning","Saturday","-31.12"
"8469","WALM084","Schertz","Home and lifestyle","32","3","2020-12-01","16:48:00","Credit card","7","0.33","96","Afternoon","Tuesday","-18.44"
"8470","WALM056","Rowlett","Fashion accessories","36","3","2021-11-02","15:22:00","Credit card","5","0.33","108","Afternoon","Tuesday","-14.12"
"8471","WALM089","Southlake","Home and lifestyle","15","1","2020-12-26","13:32:00","Credit card","3","0.33","15","Afternoon","Saturday","-35.44"
"8472","WALM058","Port Arthur","Fashion accessories","51","3","2021-11-23","8:53:00","Credit card","5","0.33","153","Morning","Tuesday","0.88"
"8473","WALM050","Victoria","Home and lifestyle","19","3","2022-12-16","14:09:00","Ewallet","3","0.48","57","Afternoon","Friday","-31.44"
"8474","WALM003","San Antonio","Fashion accessories","31","3","2022-11-14","9:23:00","Credit card","3","0.48","93","Morning","Monday","-19.12"
"8475","WALM046","Temple","Home and lifestyle","63","1","2020-12-05","13:45:00","Credit card","6","0.48","63","Afternoon","Saturday","12.56"
"8476","WALM073","Seguin","Fashion accessories","24","1","2021-12-02","16:02:00","Credit card","5","0.33","24","Afternoon","Thursday","-26.12"
"8477","WALM046","Temple","Home and lifestyle","40","3","2022-11-03","15:00:00","Credit card","7","0.48","120","Afternoon","Thursday","-10.44"
"8478","WALM073","Seguin","Fashion accessories","73","1","2022-12-24","11:09:00","Credit card","7","0.33","73","Morning","Saturday","22.88"
"8479","WALM084","Schertz","Home and lifestyle","47","2","2022-11-11","14:34:00","Credit card","6","0.33","94","Afternoon","Friday","-3.44"
"8480","WALM003","San Antonio","Fashion accessories","65","1","2023-12-25","12:18:00","Credit card","4","0.48","65","Afternoon","Monday","14.88"
"8481","WALM009","Plano","Home and lifestyle","85","1","2022-11-18","10:58:00","Credit card","3","0.48","85","Morning","Friday","34.56"
"8482","WALM046","Temple","Fashion accessories","48","2","2020-12-15","15:23:00","Credit card","3","0.48","96","Afternoon","Tuesday","-2.12"
"8483","WALM099","Weatherford","Home and lifestyle","56","1","2022-12-22","11:11:00","Credit card","5","0.18","56","Morning","Thursday","5.56"
"8484","WALM056","Rowlett","Fashion accessories","42","1","2023-12-13","6:07:00","Credit card","5","0.33","42","Morning","Wednesday","-8.12"
"8485","WALM074","Weslaco","Home and lifestyle","38","1","2020-11-08","11:14:00","Credit card","6","0.33","38","Morning","Sunday","-12.44"
"8486","WALM054","Sherman","Fashion accessories","28","3","2022-12-23","16:31:00","Credit card","4","0.21","84","Afternoon","Friday","-22.12"
"8487","WALM032","Tyler","Home and lifestyle","63","1","2021-12-13","14:53:00","Credit card","7","0.48","63","Afternoon","Monday","12.56"
"8488","WALM073","Seguin","Fashion accessories","33","3","2020-12-11","13:46:00","Credit card","7","0.33","99","Afternoon","Friday","-17.12"
"8489","WALM099","Weatherford","Home and lifestyle","57","1","2023-12-08","6:36:00","Credit card","5","0.18","57","Morning","Friday","6.56"
"8490","WALM029","Round Rock","Fashion accessories","69","1","2023-11-19","13:54:00","Credit card","5","0.48","69","Afternoon","Sunday","18.88"
"8491","WALM074","Weslaco","Home and lifestyle","42","1","2021-12-05","8:07:00","Credit card","3","0.33","42","Morning","Sunday","-8.44"
"8492","WALM025","Waco","Fashion accessories","69","2","2020-11-23","7:08:00","Credit card","5","0.48","138","Morning","Monday","18.88"
"8493","WALM058","Port Arthur","Home and lifestyle","85","3","2021-12-12","8:15:00","Credit card","3","0.33","255","Morning","Sunday","34.56"
"8494","WALM050","Victoria","Fashion accessories","47","2","2022-12-08","9:46:00","Ewallet","7","0.48","94","Morning","Thursday","-3.12"
"8495","WALM056","Rowlett","Home and lifestyle","73","1","2020-11-13","6:19:00","Credit card","4","0.33","73","Morning","Friday","22.56"
"8496","WALM009","Plano","Fashion accessories","31","1","2020-11-05","12:01:00","Credit card","5","0.48","31","Afternoon","Thursday","-19.12"
"8497","WALM069","Rockwall","Home and lifestyle","29","3","2022-12-18","13:01:00","Credit card","5","0.33","87","Afternoon","Sunday","-21.44"
"8498","WALM055","Waxahachie","Fashion accessories","80","3","2022-11-24","7:39:00","Credit card","4","0.33","240","Morning","Thursday","29.88"
"8499","WALM038","Sugar Land","Home and lifestyle","31","3","2021-12-03","7:36:00","Credit card","4","0.48","93","Morning","Friday","-19.44"
"8500","WALM058","Port Arthur","Fashion accessories","66","3","2023-12-05","14:10:00","Credit card","5","0.33","198","Afternoon","Tuesday","15.88"
"8501","WALM082","Weslaco","Home and lifestyle","57","2","2023-12-12","9:44:00","Credit card","7","0.33","114","Morning","Tuesday","6.56"
"8502","WALM084","Schertz","Fashion accessories","23","1","2023-12-25","16:54:00","Credit card","7","0.33","23","Afternoon","Monday","-27.12"
"8503","WALM003","San Antonio","Home and lifestyle","62","1","2020-11-18","14:55:00","Credit card","4","0.48","62","Afternoon","Wednesday","11.56"
"8504","WALM087","Waxahachie","Fashion accessories","46","1","2021-12-12","15:17:00","Credit card","7","0.33","46","Afternoon","Sunday","-4.12"
"8505","WALM099","Weatherford","Home and lifestyle","55","2","2021-11-21","9:16:00","Credit card","7","0.18","110","Morning","Sunday","4.56"
"8506","WALM029","Round Rock","Fashion accessories","60","2","2022-11-30","16:03:00","Credit card","7","0.48","120","Afternoon","Wednesday","9.88"
"8507","WALM038","Sugar Land","Home and lifestyle","53","1","2020-12-27","7:05:00","Credit card","6","0.48","53","Morning","Sunday","2.56"
"8508","WALM009","Plano","Fashion accessories","39","2","2023-12-25","13:57:00","Credit card","6","0.48","78","Afternoon","Monday","-11.12"
"8509","WALM075","San Marcos","Home and lifestyle","32","1","2023-12-29","9:16:00","Credit card","7","0.33","32","Morning","Friday","-18.44"
"8510","WALM050","Victoria","Fashion accessories","71","3","2020-12-26","10:22:00","Ewallet","3","0.48","213","Morning","Saturday","20.88"
"8511","WALM075","San Marcos","Home and lifestyle","40","2","2023-11-29","15:26:00","Credit card","3","0.33","80","Afternoon","Wednesday","-10.44"
"8512","WALM050","Victoria","Fashion accessories","20","2","2020-11-27","15:51:00","Ewallet","5","0.48","40","Afternoon","Friday","-30.12"
"8513","WALM086","Rosenberg","Home and lifestyle","37","3","2020-12-16","8:00:00","Credit card","7","0.33","111","Morning","Wednesday","-13.44"
"8514","WALM058","Port Arthur","Fashion accessories","81","2","2022-12-01","10:47:00","Credit card","4","0.33","162","Morning","Thursday","30.88"
"8515","WALM056","Rowlett","Home and lifestyle","49","3","2021-12-15","11:51:00","Credit card","3","0.33","147","Morning","Wednesday","-1.44"
"8516","WALM084","Schertz","Fashion accessories","29","1","2022-11-25","10:46:00","Credit card","5","0.33","29","Morning","Friday","-21.12"
"8517","WALM058","Port Arthur","Home and lifestyle","65","1","2021-12-31","7:58:00","Credit card","5","0.33","65","Morning","Friday","14.56"
